Concurso,Data,MC 5/1
4505,2010-11-27,99
4505,2010-11-27,39
4505,2010-11-27,85
4505,2010-11-27,57
4505,2010-11-27,8
4506,2010-12-01,64
4506,2010-12-01,23
4506,2010-12-01,2
4506,2010-12-01,49
4506,2010-12-01,63
4507,2010-12-04,56
4507,2010-12-04,3
4507,2010-12-04,82
4507,2010-12-04,15
4507,2010-12-04,69
4508,2010-12-08,74
4508,2010-12-08,90
4508,2010-12-08,93
4508,2010-12-08,24
4508,2010-12-08,38
4509,2010-12-11,30
4509,2010-12-11,56
4509,2010-12-11,64
4509,2010-12-11,64
4509,2010-12-11,64
4510,2010-12-15,5
4510,2010-12-15,27
4510,2010-12-15,39
4510,2010-12-15,40
4510,2010-12-15,43
4511,2010-12-18,62
4511,2010-12-18,29
4511,2010-12-18,72
4511,2010-12-18,24
4511,2010-12-18,31
4512,2010-12-22,99
4512,2010-12-22,59
4512,2010-12-22,29
4512,2010-12-22,62
4512,2010-12-22,88
4513,2010-12-24,91
4513,2010-12-24,53
4513,2010-12-24,17
4513,2010-12-24,73
4513,2010-12-24,41
4514,2010-12-29,94
4514,2010-12-29,79
4514,2010-12-29,80
4514,2010-12-29,56
4514,2010-12-29,35
4515,2010-12-31,90
4515,2010-12-31,84
4515,2010-12-31,55
4515,2010-12-31,82
4515,2010-12-31,93
4516,2011-01-05,3
4516,2011-01-05,89
4516,2011-01-05,61
4516,2011-01-05,44
4516,2011-01-05,88
4517,2011-01-08,64
4517,2011-01-08,75
4517,2011-01-08,79
4517,2011-01-08,81
4517,2011-01-08,55
4518,2011-01-12,60
4518,2011-01-12,41
4518,2011-01-12,69
4518,2011-01-12,8
4518,2011-01-12,76
4519,2011-01-15,1
4519,2011-01-15,21
4519,2011-01-15,23
4519,2011-01-15,26
4519,2011-01-15,16
4520,2011-01-19,5
4520,2011-01-19,66
4520,2011-01-19,98
4520,2011-01-19,40
4520,2011-01-19,69
4521,2011-01-22,6
4521,2011-01-22,56
4521,2011-01-22,19
4521,2011-01-22,65
4521,2011-01-22,86
4522,2011-01-26,48
4522,2011-01-26,28
4522,2011-01-26,51
4522,2011-01-26,34
4522,2011-01-26,73
4523,2011-01-29,77
4523,2011-01-29,55
4523,2011-01-29,15
4523,2011-01-29,11
4523,2011-01-29,11
4524,2011-02-02,79
4524,2011-02-02,35
4524,2011-02-02,57
4524,2011-02-02,66
4524,2011-02-02,59
4525,2011-02-05,99
4525,2011-02-05,63
4525,2011-02-05,0
4525,2011-02-05,37
4525,2011-02-05,15
4526,2011-02-09,20
4526,2011-02-09,23
4526,2011-02-09,18
4526,2011-02-09,83
4526,2011-02-09,7
4527,2011-02-12,10
4527,2011-02-12,38
4527,2011-02-12,29
4527,2011-02-12,71
4527,2011-02-12,74
4528,2011-02-16,3
4528,2011-02-16,64
4528,2011-02-16,76
4528,2011-02-16,8
4528,2011-02-16,18
4529,2011-02-19,44
4529,2011-02-19,31
4529,2011-02-19,83
4529,2011-02-19,17
4529,2011-02-19,52
4530,2011-02-23,14
4530,2011-02-23,20
4530,2011-02-23,55
4530,2011-02-23,84
4530,2011-02-23,66
4531,2011-02-26,74
4531,2011-02-26,80
4531,2011-02-26,96
4531,2011-02-26,82
4531,2011-02-26,19
4532,2011-03-02,49
4532,2011-03-02,17
4532,2011-03-02,29
4532,2011-03-02,61
4532,2011-03-02,90
4533,2011-03-05,35
4533,2011-03-05,81
4533,2011-03-05,64
4533,2011-03-05,48
4533,2011-03-05,7
4534,2011-03-09,56
4534,2011-03-09,83
4534,2011-03-09,67
4534,2011-03-09,87
4534,2011-03-09,73
4535,2011-03-12,8
4535,2011-03-12,75
4535,2011-03-12,15
4535,2011-03-12,7
4535,2011-03-12,1
4536,2011-03-16,57
4536,2011-03-16,47
4536,2011-03-16,77
4536,2011-03-16,46
4536,2011-03-16,72
4537,2011-03-19,74
4537,2011-03-19,83
4537,2011-03-19,23
4537,2011-03-19,13
4537,2011-03-19,46
4538,2011-03-23,95
4538,2011-03-23,36
4538,2011-03-23,25
4538,2011-03-23,72
4538,2011-03-23,76
4539,2011-03-26,86
4539,2011-03-26,47
4539,2011-03-26,54
4539,2011-03-26,56
4539,2011-03-26,41
4540,2011-03-30,80
4540,2011-03-30,32
4540,2011-03-30,67
4540,2011-03-30,9
4540,2011-03-30,63
4541,2011-04-02,64
4541,2011-04-02,82
4541,2011-04-02,63
4541,2011-04-02,34
4541,2011-04-02,40
4542,2011-04-06,5
4542,2011-04-06,38
4542,2011-04-06,32
4542,2011-04-06,51
4542,2011-04-06,20
4543,2011-04-09,67
4543,2011-04-09,81
4543,2011-04-09,67
4543,2011-04-09,88
4543,2011-04-09,15
4544,2011-04-13,24
4544,2011-04-13,80
4544,2011-04-13,19
4544,2011-04-13,82
4544,2011-04-13,88
4545,2011-04-16,27
4545,2011-04-16,94
4545,2011-04-16,85
4545,2011-04-16,37
4545,2011-04-16,39
4546,2011-04-19,14
4546,2011-04-19,1
4546,2011-04-19,47
4546,2011-04-19,2
4546,2011-04-19,35
4547,2011-04-23,19
4547,2011-04-23,29
4547,2011-04-23,67
4547,2011-04-23,65
4547,2011-04-23,16
4548,2011-04-27,21
4548,2011-04-27,25
4548,2011-04-27,57
4548,2011-04-27,26
4548,2011-04-27,80
4549,2011-04-30,1
4549,2011-04-30,25
4549,2011-04-30,65
4549,2011-04-30,85
4549,2011-04-30,17
4550,2011-05-04,44
4550,2011-05-04,2
4550,2011-05-04,8
4550,2011-05-04,31
4550,2011-05-04,26
4551,2011-05-07,56
4551,2011-05-07,8
4551,2011-05-07,13
4551,2011-05-07,18
4551,2011-05-07,53
4552,2011-05-11,84
4552,2011-05-11,76
4552,2011-05-11,33
4552,2011-05-11,90
4552,2011-05-11,76
4553,2011-05-14,69
4553,2011-05-14,61
4553,2011-05-14,15
4553,2011-05-14,17
4553,2011-05-14,43
4554,2011-05-18,52
4554,2011-05-18,79
4554,2011-05-18,3
4554,2011-05-18,21
4554,2011-05-18,16
4555,2011-05-21,76
4555,2011-05-21,89
4555,2011-05-21,28
4555,2011-05-21,89
4555,2011-05-21,60
4556,2011-05-25,57
4556,2011-05-25,12
4556,2011-05-25,42
4556,2011-05-25,7
4556,2011-05-25,52
4557,2011-05-28,85
4557,2011-05-28,42
4557,2011-05-28,49
4557,2011-05-28,7
4557,2011-05-28,97
4558,2011-06-01,41
4558,2011-06-01,76
4558,2011-06-01,86
4558,2011-06-01,4
4558,2011-06-01,67
4559,2011-06-04,10
4559,2011-06-04,0
4559,2011-06-04,6
4559,2011-06-04,79
4559,2011-06-04,48
4560,2011-06-08,14
4560,2011-06-08,58
4560,2011-06-08,52
4560,2011-06-08,71
4560,2011-06-08,82
4561,2011-06-11,12
4561,2011-06-11,49
4561,2011-06-11,4
4561,2011-06-11,31
4561,2011-06-11,14
4562,2011-06-15,31
4562,2011-06-15,74
4562,2011-06-15,50
4562,2011-06-15,40
4562,2011-06-15,44
4563,2011-06-18,76
4563,2011-06-18,67
4563,2011-06-18,66
4563,2011-06-18,68
4563,2011-06-18,5
4564,2011-06-22,39
4564,2011-06-22,49
4564,2011-06-22,5
4564,2011-06-22,20
4564,2011-06-22,43
4565,2011-06-25,64
4565,2011-06-25,48
4565,2011-06-25,68
4565,2011-06-25,86
4565,2011-06-25,11
4566,2011-06-29,22
4566,2011-06-29,13
4566,2011-06-29,52
4566,2011-06-29,46
4566,2011-06-29,19
4567,2011-07-02,63
4567,2011-07-02,90
4567,2011-07-02,33
4567,2011-07-02,89
4567,2011-07-02,72
4568,2011-07-06,48
4568,2011-07-06,5
4568,2011-07-06,34
4568,2011-07-06,82
4568,2011-07-06,63
4569,2011-07-09,2
4569,2011-07-09,21
4569,2011-07-09,4
4569,2011-07-09,95
4569,2011-07-09,53
4570,2011-07-13,53
4570,2011-07-13,46
4570,2011-07-13,43
4570,2011-07-13,11
4570,2011-07-13,54
4571,2011-07-16,81
4571,2011-07-16,75
4571,2011-07-16,11
4571,2011-07-16,65
4571,2011-07-16,96
4572,2011-07-20,24
4572,2011-07-20,67
4572,2011-07-20,92
4572,2011-07-20,27
4572,2011-07-20,15
4573,2011-07-23,49
4573,2011-07-23,16
4573,2011-07-23,33
4573,2011-07-23,7
4573,2011-07-23,94
4574,2011-07-27,24
4574,2011-07-27,62
4574,2011-07-27,95
4574,2011-07-27,90
4574,2011-07-27,2
4575,2011-07-30,88
4575,2011-07-30,18
4575,2011-07-30,70
4575,2011-07-30,20
4575,2011-07-30,82
4576,2011-08-03,57
4576,2011-08-03,57
4576,2011-08-03,85
4576,2011-08-03,3
4576,2011-08-03,9
4577,2011-08-06,81
4577,2011-08-06,82
4577,2011-08-06,18
4577,2011-08-06,10
4577,2011-08-06,2
4578,2011-08-10,12
4578,2011-08-10,72
4578,2011-08-10,76
4578,2011-08-10,3
4578,2011-08-10,56
4579,2011-08-13,89
4579,2011-08-13,60
4579,2011-08-13,89
4579,2011-08-13,19
4579,2011-08-13,5
4580,2011-08-17,44
4580,2011-08-17,15
4580,2011-08-17,18
4580,2011-08-17,79
4580,2011-08-17,35
4581,2011-08-20,49
4581,2011-08-20,30
4581,2011-08-20,63
4581,2011-08-20,2
4581,2011-08-20,49
4582,2011-08-24,76
4582,2011-08-24,89
4582,2011-08-24,81
4582,2011-08-24,53
4582,2011-08-24,31
4583,2011-08-27,43
4583,2011-08-27,39
4583,2011-08-27,55
4583,2011-08-27,89
4583,2011-08-27,8
4584,2011-08-31,61
4584,2011-08-31,39
4584,2011-08-31,42
4584,2011-08-31,52
4584,2011-08-31,25
4585,2011-09-03,56
4585,2011-09-03,6
4585,2011-09-03,5
4585,2011-09-03,71
4585,2011-09-03,67
4586,2011-09-08,57
4586,2011-09-08,56
4586,2011-09-08,37
4586,2011-09-08,15
4586,2011-09-08,34
4587,2011-09-10,21
4587,2011-09-10,60
4587,2011-09-10,33
4587,2011-09-10,10
4587,2011-09-10,5
4588,2011-09-14,34
4588,2011-09-14,10
4588,2011-09-14,19
4588,2011-09-14,93
4588,2011-09-14,46
4589,2011-09-17,72
4589,2011-09-17,71
4589,2011-09-17,24
4589,2011-09-17,18
4589,2011-09-17,45
4590,2011-09-21,80
4590,2011-09-21,23
4590,2011-09-21,43
4590,2011-09-21,24
4590,2011-09-21,9
4591,2011-09-24,21
4591,2011-09-24,2
4591,2011-09-24,99
4591,2011-09-24,77
4591,2011-09-24,0
4592,2011-09-28,4
4592,2011-09-28,72
4592,2011-09-28,55
4592,2011-09-28,60
4592,2011-09-28,59
4593,2011-10-01,10
4593,2011-10-01,30
4593,2011-10-01,64
4593,2011-10-01,67
4593,2011-10-01,49
4594,2011-10-05,15
4594,2011-10-05,89
4594,2011-10-05,21
4594,2011-10-05,10
4594,2011-10-05,63
4595,2011-10-08,80
4595,2011-10-08,66
4595,2011-10-08,12
4595,2011-10-08,95
4595,2011-10-08,31
4596,2011-10-13,37
4596,2011-10-13,75
4596,2011-10-13,96
4596,2011-10-13,94
4596,2011-10-13,52
4597,2011-10-15,30
4597,2011-10-15,5
4597,2011-10-15,8
4597,2011-10-15,35
4597,2011-10-15,11
4598,2011-10-19,69
4598,2011-10-19,37
4598,2011-10-19,26
4598,2011-10-19,69
4598,2011-10-19,51
4599,2011-10-22,18
4599,2011-10-22,29
4599,2011-10-22,60
4599,2011-10-22,86
4599,2011-10-22,72
4600,2011-10-26,37
4600,2011-10-26,76
4600,2011-10-26,51
4600,2011-10-26,76
4600,2011-10-26,82
4601,2011-10-29,13
4601,2011-10-29,98
4601,2011-10-29,94
4601,2011-10-29,17
4601,2011-10-29,62
4602,2011-11-03,79
4602,2011-11-03,94
4602,2011-11-03,64
4602,2011-11-03,36
4602,2011-11-03,53
4603,2011-11-05,83
4603,2011-11-05,52
4603,2011-11-05,47
4603,2011-11-05,71
4603,2011-11-05,39
4604,2011-11-09,19
4604,2011-11-09,57
4604,2011-11-09,95
4604,2011-11-09,79
4604,2011-11-09,18
4605,2011-11-12,10
4605,2011-11-12,88
4605,2011-11-12,53
4605,2011-11-12,18
4605,2011-11-12,72
4606,2011-11-16,67
4606,2011-11-16,79
4606,2011-11-16,24
4606,2011-11-16,4
4606,2011-11-16,50
4607,2011-11-19,2
4607,2011-11-19,93
4607,2011-11-19,9
4607,2011-11-19,1
4607,2011-11-19,63
4608,2011-11-23,30
4608,2011-11-23,72
4608,2011-11-23,99
4608,2011-11-23,15
4608,2011-11-23,80
4609,2011-11-26,95
4609,2011-11-26,54
4609,2011-11-26,32
4609,2011-11-26,28
4609,2011-11-26,46
4610,2011-11-30,33
4610,2011-11-30,34
4610,2011-11-30,25
4610,2011-11-30,33
4610,2011-11-30,37
4611,2011-12-03,37
4611,2011-12-03,68
4611,2011-12-03,12
4611,2011-12-03,67
4611,2011-12-03,73
4612,2011-12-07,92
4612,2011-12-07,30
4612,2011-12-07,74
4612,2011-12-07,31
4612,2011-12-07,4
4613,2011-12-10,10
4613,2011-12-10,50
4613,2011-12-10,75
4613,2011-12-10,92
4613,2011-12-10,39
4614,2011-12-14,67
4614,2011-12-14,8
4614,2011-12-14,50
4614,2011-12-14,66
4614,2011-12-14,88
4615,2011-12-17,59
4615,2011-12-17,98
4615,2011-12-17,51
4615,2011-12-17,29
4615,2011-12-17,26
4616,2011-12-21,74
4616,2011-12-21,20
4616,2011-12-21,52
4616,2011-12-21,41
4616,2011-12-21,2
4617,2011-12-24,19
4617,2011-12-24,70
4617,2011-12-24,75
4617,2011-12-24,44
4617,2011-12-24,66
4618,2011-12-28,33
4618,2011-12-28,58
4618,2011-12-28,46
4618,2011-12-28,58
4618,2011-12-28,61
4619,2011-12-31,9
4619,2011-12-31,31
4619,2011-12-31,71
4619,2011-12-31,15
4619,2011-12-31,76
4620,2012-01-04,43
4620,2012-01-04,11
4620,2012-01-04,70
4620,2012-01-04,5
4620,2012-01-04,78
4621,2012-01-07,51
4621,2012-01-07,63
4621,2012-01-07,76
4621,2012-01-07,81
4621,2012-01-07,51
4622,2012-01-11,66
4622,2012-01-11,0
4622,2012-01-11,87
4622,2012-01-11,69
4622,2012-01-11,34
4623,2012-01-14,2
4623,2012-01-14,37
4623,2012-01-14,43
4623,2012-01-14,9
4623,2012-01-14,57
4624,2012-01-18,14
4624,2012-01-18,77
4624,2012-01-18,2
4624,2012-01-18,25
4624,2012-01-18,79
4625,2012-01-21,26
4625,2012-01-21,87
4625,2012-01-21,79
4625,2012-01-21,37
4625,2012-01-21,34
4626,2012-01-25,68
4626,2012-01-25,27
4626,2012-01-25,83
4626,2012-01-25,69
4626,2012-01-25,89
4627,2012-01-28,34
4627,2012-01-28,29
4627,2012-01-28,59
4627,2012-01-28,10
4627,2012-01-28,73
4628,2012-02-01,11
4628,2012-02-01,64
4628,2012-02-01,3
4628,2012-02-01,93
4628,2012-02-01,13
4629,2012-02-04,61
4629,2012-02-04,25
4629,2012-02-04,68
4629,2012-02-04,37
4629,2012-02-04,1
4630,2012-02-08,59
4630,2012-02-08,22
4630,2012-02-08,87
4630,2012-02-08,30
4630,2012-02-08,94
4631,2012-02-11,74
4631,2012-02-11,83
4631,2012-02-11,84
4631,2012-02-11,65
4631,2012-02-11,40
4632,2012-02-15,88
4632,2012-02-15,22
4632,2012-02-15,79
4632,2012-02-15,89
4632,2012-02-15,28
4633,2012-02-18,51
4633,2012-02-18,73
4633,2012-02-18,43
4633,2012-02-18,60
4633,2012-02-18,57
4634,2012-02-22,0
4634,2012-02-22,78
4634,2012-02-22,8
4634,2012-02-22,61
4634,2012-02-22,87
4635,2012-02-25,49
4635,2012-02-25,23
4635,2012-02-25,26
4635,2012-02-25,19
4635,2012-02-25,73
4636,2012-02-29,67
4636,2012-02-29,59
4636,2012-02-29,98
4636,2012-02-29,24
4636,2012-02-29,57
4637,2012-03-03,56
4637,2012-03-03,55
4637,2012-03-03,77
4637,2012-03-03,48
4637,2012-03-03,39
4638,2012-03-07,46
4638,2012-03-07,75
4638,2012-03-07,26
4638,2012-03-07,10
4638,2012-03-07,93
4639,2012-03-10,50
4639,2012-03-10,22
4639,2012-03-10,57
4639,2012-03-10,89
4639,2012-03-10,56
4640,2012-03-14,1
4640,2012-03-14,24
4640,2012-03-14,31
4640,2012-03-14,41
4640,2012-03-14,23
4641,2012-03-17,74
4641,2012-03-17,52
4641,2012-03-17,4
4641,2012-03-17,27
4641,2012-03-17,99
4642,2012-03-21,95
4642,2012-03-21,88
4642,2012-03-21,62
4642,2012-03-21,19
4642,2012-03-21,11
4643,2012-03-24,11
4643,2012-03-24,73
4643,2012-03-24,44
4643,2012-03-24,83
4643,2012-03-24,98
4644,2012-03-28,7
4644,2012-03-28,25
4644,2012-03-28,62
4644,2012-03-28,76
4644,2012-03-28,37
4645,2012-03-31,36
4645,2012-03-31,4
4645,2012-03-31,84
4645,2012-03-31,59
4645,2012-03-31,68
4646,2012-04-04,1
4646,2012-04-04,76
4646,2012-04-04,22
4646,2012-04-04,39
4646,2012-04-04,5
4647,2012-04-07,76
4647,2012-04-07,1
4647,2012-04-07,94
4647,2012-04-07,41
4647,2012-04-07,89
4648,2012-04-11,42
4648,2012-04-11,97
4648,2012-04-11,40
4648,2012-04-11,37
4648,2012-04-11,39
4649,2012-04-14,60
4649,2012-04-14,61
4649,2012-04-14,47
4649,2012-04-14,59
4649,2012-04-14,44
4650,2012-04-18,17
4650,2012-04-18,21
4650,2012-04-18,96
4650,2012-04-18,75
4650,2012-04-18,96
4651,2012-04-20,66
4651,2012-04-20,0
4651,2012-04-20,53
4651,2012-04-20,0
4651,2012-04-20,24
4652,2012-04-25,71
4652,2012-04-25,98
4652,2012-04-25,63
4652,2012-04-25,97
4652,2012-04-25,47
4653,2012-04-28,41
4653,2012-04-28,12
4653,2012-04-28,32
4653,2012-04-28,67
4653,2012-04-28,4
4654,2012-05-02,68
4654,2012-05-02,51
4654,2012-05-02,96
4654,2012-05-02,21
4654,2012-05-02,2
4655,2012-05-05,30
4655,2012-05-05,21
4655,2012-05-05,0
4655,2012-05-05,41
4655,2012-05-05,17
4656,2012-05-09,66
4656,2012-05-09,20
4656,2012-05-09,52
4656,2012-05-09,14
4656,2012-05-09,83
4657,2012-05-12,72
4657,2012-05-12,55
4657,2012-05-12,13
4657,2012-05-12,27
4657,2012-05-12,28
4658,2012-05-16,93
4658,2012-05-16,53
4658,2012-05-16,27
4658,2012-05-16,14
4658,2012-05-16,1
4659,2012-05-19,18
4659,2012-05-19,48
4659,2012-05-19,0
4659,2012-05-19,1
4659,2012-05-19,50
4660,2012-05-23,20
4660,2012-05-23,94
4660,2012-05-23,17
4660,2012-05-23,23
4660,2012-05-23,77
4661,2012-05-26,61
4661,2012-05-26,56
4661,2012-05-26,21
4661,2012-05-26,48
4661,2012-05-26,79
4662,2012-05-30,14
4662,2012-05-30,41
4662,2012-05-30,39
4662,2012-05-30,4
4662,2012-05-30,45
4663,2012-06-02,65
4663,2012-06-02,51
4663,2012-06-02,1
4663,2012-06-02,47
4663,2012-06-02,58
4664,2012-06-06,78
4664,2012-06-06,97
4664,2012-06-06,47
4664,2012-06-06,27
4664,2012-06-06,93
4665,2012-06-09,48
4665,2012-06-09,48
4665,2012-06-09,52
4665,2012-06-09,36
4665,2012-06-09,45
4666,2012-06-13,65
4666,2012-06-13,43
4666,2012-06-13,21
4666,2012-06-13,53
4666,2012-06-13,8
4667,2012-06-16,97
4667,2012-06-16,60
4667,2012-06-16,42
4667,2012-06-16,83
4667,2012-06-16,37
4668,2012-06-20,97
4668,2012-06-20,92
4668,2012-06-20,85
4668,2012-06-20,1
4668,2012-06-20,2
4669,2012-06-23,34
4669,2012-06-23,41
4669,2012-06-23,82
4669,2012-06-23,18
4669,2012-06-23,7
4670,2012-06-27,14
4670,2012-06-27,72
4670,2012-06-27,14
4670,2012-06-27,34
4670,2012-06-27,44
4671,2012-06-30,25
4671,2012-06-30,55
4671,2012-06-30,53
4671,2012-06-30,42
4671,2012-06-30,0
4672,2012-07-04,76
4672,2012-07-04,48
4672,2012-07-04,56
4672,2012-07-04,97
4672,2012-07-04,65
4673,2012-07-07,84
4673,2012-07-07,19
4673,2012-07-07,95
4673,2012-07-07,84
4673,2012-07-07,40
4674,2012-07-11,35
4674,2012-07-11,92
4674,2012-07-11,76
4674,2012-07-11,38
4674,2012-07-11,72
4675,2012-07-14,37
4675,2012-07-14,32
4675,2012-07-14,68
4675,2012-07-14,47
4675,2012-07-14,5
4676,2012-07-18,54
4676,2012-07-18,99
4676,2012-07-18,36
4676,2012-07-18,58
4676,2012-07-18,45
4677,2012-07-21,15
4677,2012-07-21,32
4677,2012-07-21,92
4677,2012-07-21,50
4677,2012-07-21,17
4678,2012-07-25,61
4678,2012-07-25,2
4678,2012-07-25,93
4678,2012-07-25,46
4678,2012-07-25,32
4679,2012-07-28,47
4679,2012-07-28,26
4679,2012-07-28,75
4679,2012-07-28,3
4679,2012-07-28,46
4680,2012-08-01,43
4680,2012-08-01,19
4680,2012-08-01,55
4680,2012-08-01,27
4680,2012-08-01,40
4681,2012-08-04,39
4681,2012-08-04,55
4681,2012-08-04,48
4681,2012-08-04,45
4681,2012-08-04,5
4682,2012-08-08,71
4682,2012-08-08,81
4682,2012-08-08,98
4682,2012-08-08,47
4682,2012-08-08,79
4683,2012-08-11,16
4683,2012-08-11,93
4683,2012-08-11,90
4683,2012-08-11,1
4683,2012-08-11,42
4684,2012-08-15,30
4684,2012-08-15,70
4684,2012-08-15,12
4684,2012-08-15,5
4684,2012-08-15,69
4685,2012-08-18,85
4685,2012-08-18,48
4685,2012-08-18,51
4685,2012-08-18,3
4685,2012-08-18,89
4686,2012-08-22,88
4686,2012-08-22,61
4686,2012-08-22,14
4686,2012-08-22,93
4686,2012-08-22,45
4687,2012-08-25,60
4687,2012-08-25,15
4687,2012-08-25,3
4687,2012-08-25,37
4687,2012-08-25,12
4688,2012-08-29,3
4688,2012-08-29,40
4688,2012-08-29,91
4688,2012-08-29,74
4688,2012-08-29,36
4689,2012-09-01,86
4689,2012-09-01,26
4689,2012-09-01,51
4689,2012-09-01,49
4689,2012-09-01,13
4690,2012-09-05,92
4690,2012-09-05,33
4690,2012-09-05,40
4690,2012-09-05,28
4690,2012-09-05,49
4691,2012-09-08,38
4691,2012-09-08,85
4691,2012-09-08,58
4691,2012-09-08,97
4691,2012-09-08,24
4692,2012-09-12,30
4692,2012-09-12,41
4692,2012-09-12,15
4692,2012-09-12,65
4692,2012-09-12,18
4693,2012-09-15,33
4693,2012-09-15,23
4693,2012-09-15,78
4693,2012-09-15,29
4693,2012-09-15,53
4694,2012-09-19,46
4694,2012-09-19,32
4694,2012-09-19,97
4694,2012-09-19,47
4694,2012-09-19,30
4695,2012-09-22,39
4695,2012-09-22,79
4695,2012-09-22,14
4695,2012-09-22,16
4695,2012-09-22,2
4696,2012-09-26,32
4696,2012-09-26,50
4696,2012-09-26,23
4696,2012-09-26,41
4696,2012-09-26,46
4697,2012-09-29,5
4697,2012-09-29,16
4697,2012-09-29,0
4697,2012-09-29,25
4697,2012-09-29,54
4698,2012-10-03,13
4698,2012-10-03,12
4698,2012-10-03,51
4698,2012-10-03,61
4698,2012-10-03,45
4699,2012-10-06,90
4699,2012-10-06,70
4699,2012-10-06,75
4699,2012-10-06,37
4699,2012-10-06,64
4700,2012-10-10,11
4700,2012-10-10,80
4700,2012-10-10,87
4700,2012-10-10,61
4700,2012-10-10,16
4701,2012-10-13,96
4701,2012-10-13,19
4701,2012-10-13,86
4701,2012-10-13,22
4701,2012-10-13,79
4702,2012-10-17,24
4702,2012-10-17,84
4702,2012-10-17,26
4702,2012-10-17,7
4702,2012-10-17,76
4703,2012-10-20,47
4703,2012-10-20,73
4703,2012-10-20,48
4703,2012-10-20,16
4703,2012-10-20,29
4704,2012-10-24,43
4704,2012-10-24,30
4704,2012-10-24,25
4704,2012-10-24,68
4704,2012-10-24,74
4705,2012-10-27,10
4705,2012-10-27,29
4705,2012-10-27,0
4705,2012-10-27,76
4705,2012-10-27,29
4706,2012-10-31,39
4706,2012-10-31,42
4706,2012-10-31,53
4706,2012-10-31,15
4706,2012-10-31,27
4707,2012-11-03,40
4707,2012-11-03,8
4707,2012-11-03,33
4707,2012-11-03,25
4707,2012-11-03,19
4708,2012-11-07,96
4708,2012-11-07,3
4708,2012-11-07,53
4708,2012-11-07,40
4708,2012-11-07,10
4709,2012-11-10,30
4709,2012-11-10,56
4709,2012-11-10,90
4709,2012-11-10,57
4709,2012-11-10,61
4710,2012-11-14,3
4710,2012-11-14,97
4710,2012-11-14,2
4710,2012-11-14,48
4710,2012-11-14,62
4711,2012-11-17,94
4711,2012-11-17,10
4711,2012-11-17,49
4711,2012-11-17,69
4711,2012-11-17,11
4712,2012-11-21,22
4712,2012-11-21,48
4712,2012-11-21,95
4712,2012-11-21,84
4712,2012-11-21,97
4713,2012-11-24,7
4713,2012-11-24,67
4713,2012-11-24,14
4713,2012-11-24,96
4713,2012-11-24,95
4714,2012-11-28,85
4714,2012-11-28,95
4714,2012-11-28,8
4714,2012-11-28,93
4714,2012-11-28,28
4715,2012-12-01,10
4715,2012-12-01,26
4715,2012-12-01,81
4715,2012-12-01,43
4715,2012-12-01,60
4716,2012-12-05,29
4716,2012-12-05,81
4716,2012-12-05,43
4716,2012-12-05,57
4716,2012-12-05,78
4717,2012-12-08,85
4717,2012-12-08,79
4717,2012-12-08,63
4717,2012-12-08,40
4717,2012-12-08,9
4718,2012-12-12,90
4718,2012-12-12,40
4718,2012-12-12,12
4718,2012-12-12,40
4718,2012-12-12,48
4719,2012-12-15,42
4719,2012-12-15,60
4719,2012-12-15,62
4719,2012-12-15,50
4719,2012-12-15,67
4720,2012-12-19,83
4720,2012-12-19,25
4720,2012-12-19,86
4720,2012-12-19,5
4720,2012-12-19,97
4721,2012-12-22,8
4721,2012-12-22,67
4721,2012-12-22,37
4721,2012-12-22,61
4721,2012-12-22,78
4722,2012-12-26,5
4722,2012-12-26,79
4722,2012-12-26,10
4722,2012-12-26,74
4722,2012-12-26,59
4723,2012-12-29,92
4723,2012-12-29,80
4723,2012-12-29,69
4723,2012-12-29,89
4723,2012-12-29,65
4724,2013-01-02,22
4724,2013-01-02,94
4724,2013-01-02,64
4724,2013-01-02,67
4724,2013-01-02,75
4725,2013-01-05,96
4725,2013-01-05,19
4725,2013-01-05,6
4725,2013-01-05,23
4725,2013-01-05,86
4726,2013-01-09,69
4726,2013-01-09,50
4726,2013-01-09,80
4726,2013-01-09,66
4726,2013-01-09,2
4727,2013-01-12,5
4727,2013-01-12,96
4727,2013-01-12,98
4727,2013-01-12,60
4727,2013-01-12,95
4728,2013-01-16,56
4728,2013-01-16,69
4728,2013-01-16,38
4728,2013-01-16,37
4728,2013-01-16,76
4729,2013-01-19,76
4729,2013-01-19,24
4729,2013-01-19,10
4729,2013-01-19,56
4729,2013-01-19,23
4730,2013-01-23,65
4730,2013-01-23,74
4730,2013-01-23,97
4730,2013-01-23,23
4730,2013-01-23,65
4731,2013-01-26,77
4731,2013-01-26,47
4731,2013-01-26,7
4731,2013-01-26,15
4731,2013-01-26,75
4732,2013-01-30,21
4732,2013-01-30,96
4732,2013-01-30,69
4732,2013-01-30,59
4732,2013-01-30,86
4733,2013-02-02,25
4733,2013-02-02,45
4733,2013-02-02,94
4733,2013-02-02,60
4733,2013-02-02,6
4734,2013-02-06,81
4734,2013-02-06,55
4734,2013-02-06,63
4734,2013-02-06,51
4734,2013-02-06,11
4735,2013-02-09,68
4735,2013-02-09,4
4735,2013-02-09,8
4735,2013-02-09,71
4735,2013-02-09,44
4736,2013-02-13,18
4736,2013-02-13,0
4736,2013-02-13,14
4736,2013-02-13,66
4736,2013-02-13,84
4737,2013-02-16,39
4737,2013-02-16,11
4737,2013-02-16,1
4737,2013-02-16,52
4737,2013-02-16,11
